id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
1658781	Aliiroseovarius	genus	19.62422480831599	20.289659829966308	19.655357069979058	19.560190072892933	19.502401404622812	20.12018977455326	19.131877051476042	18.97478006852764	19.22425209417454	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1662395	Shimia abyssi	species	21.134107101894887	22.140393874995173	21.509758093780075	20.674143982524285	20.84660830028579	21.02503139070886	20.342836435322894	NA	20.495870637682224	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1679449	Pseudooceanicola	genus	21.74219874095274	22.040869285107135	21.852707554332536	21.75420500853972	21.890533469268572	21.89276842172384	21.281301685686802	21.285740950403657	21.754293785859787	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1679460	Marinibacterium profundimaris	species	17.17211341832777	17.73674279751713	17.733825656426163	17.660325348568406	17.380017933813324	15.78519087933783	16.357529840330514	17.413922070267297	15.673248060109634	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1685378	Ruegeria profundi	species	19.351899862536488	19.293692787052073	18.819795832824305	19.08752240671762	17.999578374522496	19.59951426964612	19.783755863651034	19.44693163224416	19.955476801887873	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1685379	Ruegeria marisrubri	species	18.307279368568185	18.35096334593366	18.05681867563271	18.31558211482276	18.057733184308802	18.561705234596644	18.36796497412827	18.151108726634195	18.506993600108053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1686374	Pseudooctadecabacter	genus	22.04270623898151	20.671562057257884	20.4455557591358	20.629317394994146	21.159734389177167	22.323744697249747	22.859052345671383	22.957912948306888	22.630896149190235	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1706369	Cellvibrionales	order	17.49400395064424	17.644237241994954	17.324745746996104	17.39347928235492	17.60576596829881	17.982996359043156	17.31156562544221	17.085067827067775	17.419783285483547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1706372	Halieaceae	family	17.49400395064424	17.644237241994954	17.324745746996104	17.39347928235492	17.60576596829881	17.982996359043156	17.31156562544221	17.085067827067775	17.419783285483547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1737061	Halioglobus lutimaris	species	17.49400395064424	17.644237241994954	17.324745746996104	17.39347928235492	17.60576596829881	17.982996359043156	17.31156562544221	17.085067827067775	17.419783285483547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1774278	Aquimixticola	genus	17.94679191170171	18.20643014767631	18.198764912103744	18.775575560605848	18.07177919524909	NA	16.731576253348692	17.196197714145004	17.473329998857846	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0
1775411	Rhodanobacteraceae	family	18.054580935763568	17.843165361580507	16.748498184231806	16.971361678850535	17.602063777073457	18.220742961178626	18.41164380159959	18.921866500065555	18.435354067092753	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1779855	Donghicola sp. KarMa	species	23.14271505495291	NA	NA	23.14271505495291	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822464	Paraburkholderia	genus	25.661817557815016	25.632517280633238	25.371559145095517	25.358934939155297	25.65002652947485	25.862847976692315	25.855484324487737	25.40190408957387	26.00838720287084	42.0	42.0	41.0	38.0	42.0	41.0	45.0	39.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1904441	Rhodobacteraceae bacterium	species	25.238746805307176	25.460816902755866	25.251116589143855	25.11575497302385	25.270912892803704	25.49254701882507	24.973119054873493	24.99883633367093	25.257633185101337	10.0	9.0	10.0	10.0	9.0	9.0	10.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
1909294	Rhizobiales bacterium	species	22.36336672762818	22.647549552937637	23.231796427817542	22.368935882763207	22.2419206153904	22.357972084485276	21.781960364519833	21.741759349141375	21.88732103386012	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1913989	Gammaproteobacteria bacterium	species	16.071649668836777	15.884139031373053	16.61494847171729	15.960655640928834	17.000008805484853	15.279627265381764	16.03075786215436	15.36756183912195	15.49839985221023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1931200	Marinibacterium	genus	17.17211341832777	17.73674279751713	17.733825656426163	17.660325348568406	17.380017933813324	15.78519087933783	16.357529840330514	17.413922070267297	15.673248060109634	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1938440	Pseudomonas sp. T	species	23.991930530437443	24.059867076020065	24.036620636858423	23.861603491573767	23.721150396439604	23.968136194310908	24.06340190266366	23.872770148535228	24.281969215547615	23.0	22.0	24.0	25.0	25.0	23.0	23.0	24.0	NA	NA	NA	NA	NA	NA	NA	NA
1948890	Rhodobacterales bacterium	species	19.14545694920211	18.99608366610817	19.45368519973499	19.15835673291561	19.156406551898577	18.653722483240568	18.575454674513104	19.929601701465643	18.70463587099067	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1985254	Xanthomonas phaseoli	species	17.60917649222738	18.018607161914126	17.28449519187137	16.45190202305313	17.90562321947029	18.38958092739949	17.258477702918086	16.2539082237104	17.99235309597696	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1985310	Salmonella virus FelixO1	species	18.351192563852123	18.469215711619892	18.238595998689558	18.552137338909326	18.5560618049289	18.621574365509062	17.817466498396463	18.224382822988403	18.158627930839092	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2026792	Spirochaetales bacterium	species	17.812882044445846	15.91412488163092	16.35181125960173	16.576589155681955	16.49622339661089	18.30962112057018	18.476783773633635	18.803115764789528	18.455156217669316	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2029104	Pseudooceanicola lipolyticus	species	21.530045804883365	21.911924432160603	21.67859410340632	21.52911105761549	21.635609754477272	21.68753812037177	21.064121155580935	21.030937959094764	21.48065443733788	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2045214	Stenotrophomonas lactitubi	species	21.75051331017687	21.712214166201246	21.581165244490826	22.078055532373078	21.74395753589262	21.811812089724928	21.659711998311813	21.84384010346531	21.49446798739633	4.0	3.0	3.0	3.0	4.0	3.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
2045451	Stenotrophomonas indicatrix	species	26.522581693647354	26.674341075795752	26.434282791278505	26.495196783349737	26.49715022538941	26.60462467558704	26.375134196158264	26.43265240755804	26.63866727902719	121.0	119.0	120.0	123.0	122.0	118.0	118.0	121.0	NA	NA	NA	NA	NA	NA	NA	NA
2211638	Limimaricola	genus	21.16226653865539	21.194085435719014	21.262084186932903	21.326323378175587	21.42825514685955	21.023112025459138	21.09699741790952	20.7741989406407	21.096138362621208	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
2211639	Pseudaestuariivita	genus	18.043853324014652	17.93778988685166	NA	17.83046507126465	17.674515740129138	18.62908406819554	NA	18.20301862878921	17.75281443527414	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0
2211641	Yoonia	genus	17.272394868682493	16.41302938126841	16.36326161102687	15.422604230090649	15.288075892898995	17.67807121718187	18.37644804968767	17.6030641314254	17.998573352288183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
